cell_index,cell_id,borough,nta_id,nta_name,housing_units,median_gross_rent_usd,margin_of_error_usd,rent_percentile,bar_height_m,source_level,primary_source_level,dominant_source_geoid,source_geography_count,source_unit_coverage_share,lower_bound_90_usd,upper_bound_90_usd
1469,892a100ad37ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1057,1594.0,304.8,0.1937,487.3,block_group,block_group,360050054002,5,1.0,1289.2,1898.8
1470,892a100ad3bffff,Bronx,BX0303,Crotona Park East,1068,1153.9,340.5,0.0512,148.0,block_group,block_group,360050157003,3,1.0,813.4,1494.4
1471,892a100ad4bffff,Bronx,BX0302,Claremont Village-Claremont (East),845,1257.4,67.7,0.0705,192.1,block_group,block_group,360050167002,3,1.0,1189.7,1325.1
1472,892a100ad5bffff,Bronx,BX0302,Claremont Village-Claremont (East),161,1362.0,376.0,0.0958,252.0,block_group,block_group,360050165001,1,1.0,986.0,1738.0
1473,892a100ad63ffff,Bronx,BX0303,Crotona Park East,1213,1620.1,486.0,0.207,522.1,mixed,block_group,36005015300,5,1.0,1134.1,2106.1
1474,892a100ad67ffff,Bronx,BX0303,Crotona Park East,941,1499.4,103.2,0.1462,370.2,block_group,block_group,360050125001,4,1.0,1396.2,1602.6
1475,892a100ad6bffff,Bronx,BX0301,Morrisania,1210,1383.9,173.7,0.1017,267.5,mixed,block_group,360050151003,5,1.0,1210.2,1557.6
1476,892a100ad6fffff,Bronx,BX0301,Morrisania,1043,1435.1,124.9,0.1187,305.6,mixed,block_group,360050125002,7,1.0,1310.2,1560.0
1477,892a100ad73ffff,Bronx,BX0303,Crotona Park East,377,976.5,436.9,0.031,109.4,mixed,block_group,360050153001,2,1.0,539.6,1413.4
1478,892a100ad77ffff,Bronx,BX0303,Crotona Park East,1655,1595.0,207.9,0.1945,489.5,mixed,block_group,360050123001,6,1.0,1387.1,1802.9
1479,892a100ad7bffff,Bronx,BX0303,Crotona Park East,886,1275.2,324.8,0.075,200.7,block_group,block_group,360050153001,5,1.0,950.4,1600.0
1480,892a100ad87ffff,Bronx,BX0601,West Farms,729,1373.7,91.7,0.0994,261.0,block_group,block_group,360050220001,2,1.0,1282.0,1465.4
1481,892a100ad8bffff,Bronx,BX0601,West Farms,1276,1319.5,201.5,0.0857,226.9,mixed,block_group,360050363004,4,1.0,1118.0,1521.0
1482,892a100ad8fffff,Bronx,BX0601,West Farms,1593,923.4,70.6,0.0262,98.9,block_group,block_group,360050359001,3,1.0,852.8,994.0
1483,892a100ad97ffff,Bronx,BX0601,West Farms,48,2667.0,609.0,0.9373,2440.1,block_group,block_group,360050240003,1,1.0,2058.0,3276.0
1484,892a100ad9bffff,Bronx,BX0601,West Farms,1545,1507.5,600.4,0.1505,381.8,mixed,block_group,360050363001,5,1.0,907.1,2107.9
1485,892a100ada3ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1402,458.6,145.9,0.0027,53.3,block_group,block_group,360050062003,2,1.0,312.7,604.5
1486,892a100ada7ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,617,1665.2,296.0,0.243,607.5,block_group,block_group,360050064001,5,1.0,1369.2,1961.2
1487,892a100adabffff,Bronx,BX0601,West Farms,162,1597.2,230.4,0.1954,492.2,block_group,block_group,360050056002,2,1.0,1366.8,1827.6
1488,892a100adafffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1126,1229.1,165.1,0.0658,180.8,block_group,block_group,360050056001,7,1.0,1064.0,1394.2
1489,892a100adb3ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1,1494.0,146.0,0.1447,366.0,tract,tract,36005021800,1,1.0,1348.0,1640.0
1490,892a100adb7ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,924,1459.0,243.6,0.1285,328.3,block_group,block_group,360050064004,6,1.0,1215.4,1702.6
1491,892a100adbbffff,Bronx,BX0601,West Farms,174,1461.0,135.0,0.1303,331.4,block_group,block_group,360050060001,1,1.0,1326.0,1596.0
1492,892a100adc3ffff,Bronx,BX0602,Tremont,1256,1321.9,91.9,0.0864,228.8,mixed,block_group,360050371002,6,1.0,1230.0,1413.8
1493,892a100adc7ffff,Bronx,BX0602,Tremont,1291,1301.8,128.1,0.0819,217.1,block_group,block_group,360050365021,5,1.0,1173.7,1429.9
1494,892a100adcbffff,Bronx,BX0602,Tremont,1117,1248.6,323.6,0.0688,187.9,mixed,tract,36005036901,3,1.0,925.0,1572.2
1495,892a100adcfffff,Bronx,BX0602,Tremont,976,1428.8,153.1,0.117,301.5,block_group,block_group,360050369022,5,1.0,1275.7,1581.9
1496,892a100add3ffff,Bronx,BX0602,Tremont,1014,1282.1,288.6,0.077,205.0,mixed,block_group,360050371001,4,1.0,993.5,1570.7
1497,892a100add7ffff,Bronx,BX0601,West Farms,1714,1472.3,114.0,0.1342,340.8,mixed,block_group,360050365012,6,1.0,1358.3,1586.3
1498,892a100addbffff,Bronx,BX0602,Tremont,1558,1165.8,344.9,0.0545,155.8,mixed,block_group,360050373003,5,1.0,820.9,1510.7
1499,892a100ae03ffff,Manhattan,MN1202,Washington Heights (North),1932,1677.2,123.6,0.2535,633.2,block_group,block_group,360610279003,7,1.0,1553.6,1800.8
1500,892a100ae07ffff,Manhattan,MN1202,Washington Heights (North),1823,1484.9,163.8,0.1397,354.4,block_group,block_group,360610269006,8,1.0,1321.1,1648.7
1501,892a100ae0bffff,Manhattan,MN1202,Washington Heights (North),2267,2304.7,112.3,0.8178,2055.8,block_group,block_group,360610271005,7,1.0,2192.4,2417.0
1502,892a100ae0fffff,Manhattan,MN1202,Washington Heights (North),1626,1578.2,246.6,0.1837,463.7,block_group,block_group,360610271003,6,1.0,1331.6,1824.8
1503,892a100ae13ffff,Manhattan,MN1202,Washington Heights (North),2666,1606.1,141.1,0.2003,505.5,mixed,block_group,360610283002,7,1.0,1465.0,1747.2
1504,892a100ae17ffff,Manhattan,MN1202,Washington Heights (North),1528,1664.7,173.6,0.2426,606.4,block_group,block_group,360610277003,4,1.0,1491.1,1838.3
1505,892a100ae1bffff,Manhattan,MN1202,Washington Heights (North),2045,2130.3,152.9,0.7021,1729.3,block_group,block_group,360610281002,7,1.0,1977.4,2283.2
1506,892a100ae27ffff,Bronx,BX0402,Highbridge,120,1813.0,187.0,0.3936,951.1,block_group,block_group,360050201001,1,1.0,1626.0,2000.0
1507,892a100ae2bffff,Manhattan,MN1201,Washington Heights (South),2442,1512.1,172.6,0.1526,387.1,block_group,block_group,360610261005,7,1.0,1339.5,1684.7
1508,892a100ae37ffff,Bronx,BX0501,University Heights (South)-Morris Heights,510,1395.0,35.0,0.1059,276.6,block_group,block_group,360050205012,1,1.0,1360.0,1430.0
1509,892a100ae3bffff,Manhattan,MN1202,Washington Heights (North),1382,1359.0,269.8,0.0944,248.0,mixed,block_group,360610269004,6,1.0,1089.2,1628.8
1510,892a100ae47ffff,Manhattan,MN1202,Washington Heights (North),810,2228.4,181.5,0.7785,1936.8,block_group,block_group,360610275002,3,1.0,2046.9,2409.9
1511,892a100ae57ffff,Manhattan,MN1202,Washington Heights (North),755,2214.1,225.4,0.7718,1912.8,block_group,block_group,360610275001,2,1.0,1988.7,2439.5
1512,892a100ae63ffff,Manhattan,MN1202,Washington Heights (North),1547,1754.5,192.7,0.3361,808.8,mixed,block_group,360610265002,5,1.0,1561.8,1947.2
1513,892a100ae67ffff,Manhattan,MN1201,Washington Heights (South),1860,1847.7,164.4,0.4314,1041.8,block_group,block_group,360610263004,6,1.0,1683.3,2012.1
1515,892a100ae6fffff,Manhattan,MN1201,Washington Heights (South),894,1716.6,259.9,0.2919,722.6,block_group,block_group,360610255003,3,1.0,1456.7,1976.5
1516,892a100ae73ffff,Manhattan,MN1202,Washington Heights (North),2387,2346.0,434.7,0.8377,2121.7,mixed,block_group,360610273003,6,1.0,1911.3,2780.7
1517,892a100ae77ffff,Manhattan,MN1201,Washington Heights (South),1847,1536.0,289.7,0.1617,410.1,block_group,block_group,360610263001,8,1.0,1246.3,1825.7
1518,892a100ae7bffff,Manhattan,MN1202,Washington Heights (North),931,2091.6,487.3,0.6632,1626.1,block_group,block_group,360610265003,2,1.0,1604.3,2578.9
1519,892a100ae83ffff,Manhattan,MN1203,Inwood,1167,595.0,336.0,0.007,60.6,block_group,block_group,360610299001,1,1.0,259.0,931.0
1521,892a100ae8bffff,Manhattan,MN1202,Washington Heights (North),2385,1570.7,88.4,0.1786,452.3,block_group,block_group,360610283004,6,1.0,1482.3,1659.1
1522,892a100ae8fffff,Manhattan,MN1202,Washington Heights (North),256,1699.6,189.7,0.2758,682.0,block_group,block_group,360610277004,2,1.0,1509.9,1889.3
1523,892a100ae93ffff,Manhattan,MN1203,Inwood,1573,1329.2,153.0,0.0882,233.2,block_group,block_group,360610291003,6,1.0,1176.2,1482.2
1525,892a100ae9bffff,Manhattan,MN1202,Washington Heights (North),2216,1506.9,82.8,0.1496,379.7,block_group,block_group,360610285001,6,1.0,1424.1,1589.7
1526,892a100aea3ffff,Bronx,BX0501,University Heights (South)-Morris Heights,2059,1628.0,735.2,0.2123,533.8,mixed,block_group,360050053001,3,1.0,892.8,2363.2
1527,892a100aea7ffff,Bronx,BX0501,University Heights (South)-Morris Heights,1660,1302.3,182.2,0.0821,217.6,mixed,block_group,360050215011,7,1.0,1120.1,1484.5
1528,892a100aeafffff,Bronx,BX0501,University Heights (South)-Morris Heights,1627,1349.1,179.9,0.0918,242.1,block_group,block_group,360050205013,4,1.0,1169.2,1529.0
1529,892a100aeb3ffff,Bronx,BX0501,University Heights (South)-Morris Heights,428,1439.4,155.3,0.1205,310.2,block_group,block_group,360050247002,2,1.0,1284.1,1594.7
1530,892a100aeb7ffff,Bronx,BX0501,University Heights (South)-Morris Heights,1188,1047.5,193.5,0.0359,120.5,mixed,block_group,360050205021,8,1.0,854.0,1241.0
1532,892a100aec7ffff,Manhattan,MN1202,Washington Heights (North),866,1696.4,164.0,0.2722,675.6,block_group,block_group,360610279005,4,1.0,1532.4,1860.4
1535,892a100aed7ffff,Manhattan,MN1202,Washington Heights (North),1335,1779.2,150.9,0.3557,859.9,block_group,block_group,360610287002,4,1.0,1628.3,1930.1
1536,892a100c003ffff,Queens,QN0504,Middle Village,467,1999.1,330.8,0.5756,1405.8,block_group,block_group,360810507002,4,1.0,1668.3,2329.9
1537,892a100c007ffff,Queens,QN0504,Middle Village,445,2487.9,653.2,0.8824,2267.9,mixed,block_group,360810671001,4,1.0,1834.7,3141.1
1538,892a100c00bffff,Queens,QN0504,Middle Village,420,2003.9,612.4,0.58,1416.6,block_group,block_group,360810507001,3,1.0,1391.5,2616.3
1539,892a100c00fffff,Queens,QN0501,Maspeth,447,2451.0,187.6,0.8723,2233.9,block_group,block_group,360810669001,5,1.0,2263.4,2638.6
1540,892a100c013ffff,Queens,QN0504,Middle Village,318,2127.6,481.7,0.6993,1721.4,block_group,block_group,360810507001,4,1.0,1645.9,2609.3
1541,892a100c017ffff,Queens,QN0504,Middle Village,411,2046.0,243.5,0.6192,1519.3,mixed,block_group,360810507002,3,1.0,1802.5,2289.5
1542,892a100c01bffff,Queens,QN0401,Elmhurst,125,2062.1,484.6,0.6356,1561.9,block_group,block_group,360810499002,2,1.0,1577.5,2546.7
1543,892a100c023ffff,Queens,QN0504,Middle Village,450,2191.8,119.0,0.7507,1867.7,block_group,block_group,360810661001,4,1.0,2072.8,2310.8
1544,892a100c027ffff,Queens,QN0504,Middle Village,435,1959.4,117.2,0.5427,1313.1,block_group,block_group,360810657033,4,1.0,1842.2,2076.6
1545,892a100c02bffff,Queens,QN0504,Middle Village,249,2093.0,126.1,0.6647,1630.0,block_group,block_group,360810661001,2,1.0,1966.9,2219.1
1546,892a100c02fffff,Queens,QN0504,Middle Village,426,1966.1,102.7,0.55,1333.4,block_group,block_group,360810659001,5,1.0,1863.4,2068.8
1547,892a100c033ffff,Queens,QN0504,Middle Village,141,2549.7,378.7,0.9013,2323.1,block_group,block_group,360810663011,2,1.0,2171.0,2928.4
1548,892a100c037ffff,Queens,QN0504,Middle Village,453,2413.9,465.5,0.8625,2198.0,block_group,block_group,360810677002,4,1.0,1948.4,2879.4
1549,892a100c03bffff,Queens,QN0504,Middle Village,167,3097.3,131.7,0.9877,2609.8,block_group,block_group,360810665014,3,1.0,2965.6,3229.0
1550,892a100c043ffff,Queens,QN0501,Maspeth,514,2047.5,237.1,0.6202,1522.5,block_group,block_group,360810493021,4,1.0,1810.4,2284.6
1551,892a100c047ffff,Queens,QN0501,Maspeth,418,2047.9,171.6,0.6209,1524.4,block_group,block_group,360810495001,4,1.0,1876.3,2219.5
1552,892a100c04bffff,Queens,QN0501,Maspeth,507,2349.0,613.5,0.8393,2125.7,block_group,block_group,360810511002,5,1.0,1735.5,2962.5
1553,892a100c04fffff,Queens,QN0501,Maspeth,309,2083.0,261.3,0.6536,1605.3,block_group,block_group,360810493022,5,1.0,1821.7,2344.3
1554,892a100c053ffff,Queens,QN0501,Maspeth,555,2017.7,238.5,0.5925,1448.6,block_group,block_group,360810497001,4,1.0,1779.2,2256.2
1555,892a100c057ffff,Queens,QN0501,Maspeth,186,2087.5,183.7,0.6599,1617.6,block_group,block_group,360810493022,2,1.0,1903.8,2271.2
1556,892a100c05bffff,Queens,QN0501,Maspeth,533,2133.8,323.2,0.7054,1738.5,block_group,block_group,360810493012,5,1.0,1810.6,2457.0
1557,892a100c063ffff,Queens,QN0501,Maspeth,465,2029.6,242.7,0.6047,1480.0,block_group,block_group,360810667011,4,1.0,1786.9,2272.3
1558,892a100c067ffff,Queens,QN0504,Middle Village,494,1857.5,162.6,0.4406,1067.5,block_group,block_group,360810665012,3,1.0,1694.9,2020.1
1559,892a100c06fffff,Queens,QN0504,Middle Village,284,1486.8,365.6,0.1409,357.0,block_group,block_group,360810665011,2,1.0,1121.2,1852.4
1560,892a100c073ffff,Queens,QN0501,Maspeth,589,2192.6,248.1,0.7509,1868.4,block_group,block_group,360810669002,4,1.0,1944.5,2440.7
1561,892a100c077ffff,Queens,QN0504,Middle Village,296,2136.3,162.1,0.7063,1741.7,block_group,block_group,360810665013,3,1.0,1974.2,2298.4
1562,892a100c07bffff,Queens,QN0501,Maspeth,526,2130.6,234.9,0.7028,1730.6,block_group,block_group,360810667011,4,1.0,1895.7,2365.5
1563,892a100c083ffff,Queens,QN0401,Elmhurst,628,1958.0,147.2,0.5413,1308.7,block_group,block_group,360810475002,3,1.0,1810.8,2105.2
1564,892a100c087ffff,Queens,QN0504,Middle Village,447,2105.6,246.8,0.6788,1665.8,block_group,block_group,360810687003,2,1.0,1858.8,2352.4
1565,892a100c08bffff,Queens,QN0401,Elmhurst,549,2143.6,224.0,0.7116,1756.8,block_group,block_group,360810499003,3,1.0,1919.6,2367.6
1566,892a100c08fffff,Queens,QN0504,Middle Village,582,1913.4,226.1,0.4914,1201.9,block_group,block_group,360810505001,3,1.0,1687.3,2139.5
1567,892a100c093ffff,Queens,QN0401,Elmhurst,309,2128.9,156.0,0.7008,1726.0,block_group,block_group,360810683001,2,1.0,1972.9,2284.9
1568,892a100c097ffff,Queens,QN0601,Rego Park,426,2002.3,140.0,0.5786,1414.1,block_group,block_group,360810687001,3,1.0,1862.3,2142.3
1569,892a100c09bffff,Queens,QN0401,Elmhurst,506,1968.4,137.2,0.5524,1339.1,block_group,block_group,360810475002,2,1.0,1831.2,2105.6
1570,892a100c0a3ffff,Queens,QN0504,Middle Village,802,1930.8,113.0,0.5044,1239.5,block_group,block_group,360810679002,4,1.0,1817.8,2043.8
1571,892a100c0a7ffff,Queens,QN0504,Middle Village,554,1717.2,308.9,0.293,724.9,block_group,block_group,360810679003,3,1.0,1408.3,2026.1
1572,892a100c0abffff,Queens,QN0504,Middle Village,396,2485.4,294.8,0.8822,2267.2,mixed,block_group,360810663011,2,1.0,2190.6,2780.2
1573,892a100c0afffff,Queens,QN0504,Middle Village,290,2482.1,239.4,0.8815,2264.5,block_group,block_group,360810663012,4,1.0,2242.7,2721.5
1574,892a100c0b3ffff,Queens,QN0601,Rego Park,810,2118.0,426.3,0.6909,1697.2,block_group,block_group,360810679002,4,1.0,1691.7,2544.3
1575,892a100c0b7ffff,Queens,QN0601,Rego Park,540,1857.9,157.5,0.4414,1068.8,block_group,block_group,360810695001,5,1.0,1700.4,2015.4
1576,892a100c0bbffff,Queens,QN0504,Middle Village,378,2020.9,149.5,0.5968,1458.9,mixed,tract,36081067900,5,1.0,1871.4,2170.4
1577,892a100c0c3ffff,Queens,QN0401,Elmhurst,592,1999.1,223.1,0.5756,1405.8,mixed,block_group,360810499004,6,1.0,1776.0,2222.2
1578,892a100c0c7ffff,Queens,QN0401,Elmhurst,577,2313.1,236.5,0.8227,2071.2,block_group,block_group,360810499002,2,1.0,2076.6,2549.6
1579,892a100c0cbffff,Queens,QN0501,Maspeth,503,1981.4,264.8,0.5636,1371.4,block_group,block_group,360810497001,4,1.0,1716.6,2246.2
1580,892a100c0cfffff,Queens,QN0401,Elmhurst,272,1808.4,318.3,0.3892,938.4,mixed,block_group,360810499004,4,1.0,1490.1,2126.7
1581,892a100c0d3ffff,Queens,QN0401,Elmhurst,1104,2242.5,222.4,0.7859,1961.4,mixed,block_group,360810479001,5,1.0,2020.1,2464.9
1582,892a100c0d7ffff,Queens,QN0401,Elmhurst,747,1996.1,131.2,0.5737,1400.7,block_group,block_group,360810479003,4,1.0,1864.9,2127.3
1583,892a100c0dbffff,Queens,QN0401,Elmhurst,227,2189.9,222.0,0.7496,1863.7,mixed,tract,36081047900,2,1.0,1967.9,2411.9
1584,892a100c103ffff,Queens,QN0503,Glendale,81,2506.1,1079.5,0.8874,2283.5,block_group,block_group,360810637003,3,1.0,1426.6,3585.6
1585,892a100c107ffff,Queens,QN0503,Glendale,460,2118.1,746.6,0.6913,1697.8,block_group,block_group,360810635001,3,1.0,1371.5,2864.7
1586,892a100c10bffff,Queens,QN0504,Middle Village,121,2593.9,880.5,0.9147,2369.5,block_group,block_group,360810621002,3,1.0,1713.4,3474.4
1587,892a100c10fffff,Queens,QN0503,Glendale,563,2045.5,124.9,0.619,1518.6,block_group,block_group,360810635002,4,1.0,1920.6,2170.4
1588,892a100c113ffff,Queens,QN0503,Glendale,180,2653.4,244.9,0.9323,2427.1,block_group,block_group,360810637002,2,1.0,2408.5,2898.3
1589,892a100c117ffff,Queens,QN0503,Glendale,221,2218.0,655.5,0.7745,1922.1,block_group,block_group,360810637004,3,1.0,1562.5,2873.5
1590,892a100c143ffff,Queens,QN0504,Middle Village,621,2132.7,301.6,0.7041,1735.2,block_group,block_group,360810619001,3,1.0,1831.1,2434.3
1591,892a100c147ffff,Queens,QN0504,Middle Village,384,2410.7,342.9,0.861,2193.3,block_group,block_group,360810619001,3,1.0,2067.8,2753.6
1592,892a100c153ffff,Queens,QN0504,Middle Village,567,1896.0,192.8,0.4743,1157.7,block_group,block_group,360810657031,5,1.0,1703.2,2088.8
1593,892a100c157ffff,Queens,QN0504,Middle Village,701,2207.2,264.1,0.7675,1900.9,block_group,block_group,360810621003,3,1.0,1943.1,2471.3
1594,892a100c15bffff,Queens,QN0504,Middle Village,515,1929.5,204.9,0.5033,1236.3,block_group,block_group,360810657021,3,1.0,1724.6,2134.4
1595,892a100c163ffff,Queens,QN0503,Glendale,377,2156.3,250.8,0.7224,1789.7,mixed,block_group,360810633011,4,1.0,1905.5,2407.1
1596,892a100c16bffff,Queens,QN0503,Glendale,587,1885.2,186.0,0.4642,1131.1,block_group,block_group,360810623002,5,1.0,1699.2,2071.2
1597,892a100c173ffff,Queens,QN0503,Glendale,462,1960.6,285.7,0.544,1316.3,block_group,block_group,360810633021,3,1.0,1674.9,2246.3
1598,892a100c17bffff,Queens,QN0503,Glendale,399,1890.5,191.7,0.4687,1144.1,block_group,block_group,360810623001,3,1.0,1698.8,2082.2
1599,892a100c183ffff,Queens,QN0601,Rego Park,476,2386.1,230.9,0.852,2166.9,block_group,block_group,360810703002,4,1.0,2155.2,2617.0
1600,892a100c187ffff,Queens,QN0602,Forest Hills,264,2091.9,150.1,0.6634,1626.7,block_group,block_group,360810645002,3,1.0,1941.8,2242.0
1601,892a100c18fffff,Queens,QN0503,Glendale,283,2465.8,295.6,0.8766,2246.8,block_group,block_group,360810637002,3,1.0,2170.2,2761.4
1602,892a100c193ffff,Queens,QN0602,Forest Hills,422,3008.0,425.1,0.9789,2582.1,mixed,tract,36081070700,3,1.0,2582.9,3433.1
1603,892a100c197ffff,Queens,QN0602,Forest Hills,357,1914.8,573.6,0.493,1205.1,mixed,block_group,360810707001,5,1.0,1341.2,2488.4
1604,892a100c19bffff,Queens,QN0601,Rego Park,443,1668.9,270.3,0.2474,616.6,block_group,block_group,360810703002,2,1.0,1398.6,1939.2
1605,892a100c1a3ffff,Queens,QN0503,Glendale,400,1767.0,228.0,0.3474,837.2,block_group,block_group,360810639001,1,1.0,1539.0,1995.0
1606,892a100c1a7ffff,Queens,QN0503,Glendale,146,2441.1,527.8,0.8699,2225.1,block_group,block_group,360810639002,2,1.0,1913.3,2968.9
1607,892a100c1abffff,Queens,QN0503,Glendale,313,2097.0,493.2,0.6687,1642.4,mixed,block_group,360810637004,4,1.0,1603.8,2590.2
1608,892a100c1afffff,Queens,QN0503,Glendale,390,2054.2,252.9,0.6282,1541.8,mixed,block_group,360810639001,3,1.0,1801.3,2307.1
1609,892a100c1b3ffff,Queens,QN0602,Forest Hills,241,1742.0,257.0,0.3204,778.1,block_group,block_group,360810645002,1,1.0,1485.0,1999.0
1610,892a100c1bbffff,Queens,QN0503,Glendale,7,2097.0,837.0,0.6687,1642.4,block_group,block_group,360810637004,1,1.0,1260.0,2934.0
1611,892a100c1cbffff,Queens,QN0504,Middle Village,317,2133.4,428.9,0.7052,1737.8,block_group,block_group,360810657032,2,1.0,1704.5,2562.3
1612,892a100c1dbffff,Queens,QN0504,Middle Village,245,1952.3,251.9,0.5271,1289.8,block_group,block_group,360810677001,3,1.0,1700.4,2204.2
1614,892a100c207ffff,Queens,QN0501,Maspeth,247,1872.6,207.5,0.4543,1105.1,block_group,block_group,360810531003,2,1.0,1665.1,2080.1
1616,892a100c20fffff,Queens,QN0501,Maspeth,21,1717.9,208.6,0.294,727.2,mixed,block_group,360810531003,2,1.0,1509.3,1926.5
1618,892a100c217ffff,Queens,QN0501,Maspeth,134,1738.1,172.0,0.3182,773.4,block_group,block_group,360810531003,2,1.0,1566.1,1910.1
1620,892a100c223ffff,Queens,QN0501,Maspeth,93,1963.5,139.3,0.5475,1325.1,block_group,block_group,360810525002,3,1.0,1824.2,2102.8
1621,892a100c227ffff,Queens,QN0501,Maspeth,374,1892.3,110.2,0.4701,1147.2,mixed,block_group,360810595021,4,1.0,1782.1,2002.5
1622,892a100c22bffff,Queens,QN0501,Maspeth,73,1730.0,286.0,0.3064,755.2,block_group,block_group,360810535011,1,1.0,1444.0,2016.0
1623,892a100c22fffff,Queens,QN0501,Maspeth,604,1910.2,179.1,0.4881,1193.8,block_group,block_group,360810595022,3,1.0,1731.1,2089.3
1624,892a100c233ffff,Queens,QN0501,Maspeth,387,2105.3,192.6,0.6785,1665.2,block_group,block_group,360810531001,3,1.0,1912.7,2297.9
1625,892a100c237ffff,Queens,QN0501,Maspeth,555,2282.8,164.1,0.8071,2022.2,mixed,block_group,360810525001,4,1.0,2118.7,2446.9
1626,892a100c23bffff,Queens,QN0501,Maspeth,102,2026.0,336.2,0.6006,1471.0,block_group,block_group,360810531001,2,1.0,1689.8,2362.2
1631,892a100c253ffff,Queens,QN0202,Sunnyside,24,3088.0,1213.0,0.9867,2607.0,block_group,block_group,360810205001,1,1.0,1875.0,4301.0
1633,892a100c25bffff,Queens,QN0202,Sunnyside,10,3088.0,1213.0,0.9867,2607.0,block_group,block_group,360810205001,1,1.0,1875.0,4301.0
1641,892a100c287ffff,Queens,QN0501,Maspeth,477,1960.6,217.8,0.544,1316.3,mixed,block_group,360810511001,3,1.0,1742.8,2178.4
1642,892a100c28fffff,Queens,QN0501,Maspeth,57,1708.0,469.0,0.2842,702.2,tract,tract,36081051500,1,1.0,1239.0,2177.0
1643,892a100c297ffff,Queens,QN0501,Maspeth,896,1942.1,288.4,0.5173,1266.5,mixed,block_group,360810515002,4,1.0,1653.7,2230.5
1645,892a100c2a3ffff,Queens,QN0501,Maspeth,510,1965.7,141.4,0.5497,1332.7,block_group,block_group,360810517002,4,1.0,1824.3,2107.1
1646,892a100c2a7ffff,Queens,QN0501,Maspeth,160,1756.0,223.8,0.337,811.2,block_group,block_group,360810521001,2,1.0,1532.2,1979.8
1647,892a100c2abffff,Queens,QN0501,Maspeth,531,1925.0,168.1,0.5003,1226.9,block_group,block_group,360810531002,5,1.0,1756.9,2093.1
1648,892a100c2afffff,Queens,QN0501,Maspeth,545,1976.3,102.6,0.5591,1356.8,block_group,block_group,360810521002,4,1.0,1873.7,2078.9
